Station,Year,max_temp,min_temp,humadity,Total Rainfall (mm),Cloud Coverage (Octs),Sunshine (Hours),Wind Speed (m/s),Amon_area,Amon_production,Aus_area,Aus_production,Jute_area,Jute_production
Bogra,1992,31.02666667,20.46166667,78.145,113.9166667,2.7575,6.89,1.48,607990,506820,19210,9960,32810,131240
Chandpur,1992,30.275,21.8475,79.45416667,112.1666667,3.168333333,5.365833333,0.981666667,,,,,,
Chittagong,1992,29.885,21.86333333,80.72833333,189.5833333,3.95,6.29,2.309166667,658900,580430,109740,92890,,
Chuadanga,1992,32.44333333,20.39,,0,,,0.8425,,,,,,
Comilla,1992,30.45583333,20.64833333,84.10916667,107.0833333,3.1975,6.553333333,1.414166667,814520,528270,282430,173430,50280,220730
Cox's Bazar,1992,29.96166667,22.18416667,80.68416667,241.0833333,4.141666667,6.285833333,1.973333333,,,,,,
Dhaka,1992,30.68583333,21.6975,75.55333333,96.58333333,3.3225,6.8575,1.3225,488070,261330,188450,73170,104910,338860
Dinajpur,1992,30.13416667,19.18833333,77.12583333,137.4166667,2.7925,6.719166667,1.074166667,1043090,713620,180670,77750,59060,169500
Faridpur,1992,30.86583333,20.0675,78.38416667,111.3333333,2.969166667,6.815,1.571666667,549470,246230,420190,131010,190420,666470
Feni,1992,30.2475,21.195,80.44833333,145.6666667,3.883333333,6.446666667,1.334166667,,,,,,
Hatiya,1992,29.30583333,22.6075,83.42333333,230.25,3.151666667,6.57,2.0825,,,,,,
Ishurdi,1992,31.34416667,20.02583333,75.78666667,88.58333333,2.950833333,6.969166667,1.245833333,,,,,,
Jessore,1992,31.77083333,20.58833333,79.21166667,111.0833333,3.360833333,6.591666667,1.683333333,776650,630830,357200,189030,144280,623290
Khepupara,1992,29.98083333,22.16583333,80.96416667,196.5833333,3.435833333,5.791666667,2.054166667,,,,,,
Khulna,1992,31.15916667,21.01333333,80.765,101.5,2.8875,6.815833333,1.49,1059780,655250,86110,57100,26430,119990
Kutubdia,1992,29.54416667,22.26333333,83.27583333,233,2.9725,6.5775,1.815833333,,,,,,
M. Court,1992,29.60083333,22.05166667,82.77083333,169.6666667,3.093333333,5.995,0.825,,,,,,
Madaripur,1992,31.16083333,21.0475,74.585,125.5833333,3.494166667,5.414166667,1.201666667,,,,,,
Mongla,1992,30.67,22.3025,82.32916667,102.6666667,3.365,,1.385,,,,,,
Mymensingh,1992,30.36583333,20.68666667,78.74583333,132.3333333,3.326666667,6.2375,1.273333333,578100,344280,316670,148400,60460,194680
Patuakhali,1992,29.97833333,22.12666667,82.68333333,250.5,3.29,5.4925,1.019166667,774550,391020,176960,67930,1530,2250
Rajshahi,1992,31.645,19.73166667,75.94166667,69.91666667,2.749166667,7.178333333,1.4475,978820,710750,305210,155500,48040,166700
Rangamati,1992,30.5475,20.655,79.34666667,144,3.528333333,6.429166667,0.8225,21600,17970,14170,8340,70,230
Rangpur,1992,29.64416667,19.72166667,80.39416667,167.1666667,3.288333333,6.851666667,1.42,1560020,1129180,372740,152660,323640,1126370
Sandwip,1992,29.14666667,22.89083333,84.97583333,240,3.205,6.691666667,1.983333333,,,,,,
Satkhira,1992,31.68583333,21.44833333,77.48833333,125.6666667,3.253333333,6.580833333,1.674166667,,,,,,
Sitakunda,1992,29.89166667,21.37416667,80.06,192.0833333,3.541666667,4.879166667,1.179166667,,,,,,
Srimongal,1992,30.23583333,19.34916667,80.68833333,144.9166667,3.12,6.379166667,0.306666667,,,,,,
Syedpur,1992,29.68083333,19.37916667,70.3425,0,3.004166667,,1.831666667,,,,,,
Sylhet,1992,29.6225,19.36166667,79.9575,293,4.315833333,5.944166667,1.19,903670,580130,332370,182690,1070,3570
Tangail,1992,30.5225,20.55166667,79.54583333,130.3333333,2.910833333,6.393333333,1.294166667,257520,145180,139560,37600,104450,359310
Teknaf,1992,29.56083333,22.21583333,85.16666667,308.4166667,3.6575,6.426666667,0.676666667,,,,,,
Ambagan,1993,,,,0,,,,,,,,,
Barisal,1993,30.395,20.91333333,85.44333333,209.6666667,3.740833333,6.418333333,0.9825,930230,509500,437330,169760,4850,9890
Bhola,1993,30.01833333,21.35666667,85.14916667,232.8333333,3.623333333,4.870833333,0.638333333,,,,,,
Bogra,1993,30.54,20.66666667,79.83416667,159,3.445,6.425,1.340833333,615730,537340,19210,9960,29210,117130
Chandpur,1993,30.16166667,21.81166667,79.62083333,182.5833333,3.315833333,5.293333333,0.8425,,,,,,
Chittagong,1993,29.975,21.06166667,79.80916667,282.8333333,3.6725,6.5625,2.386666667,636490,581510,109740,92890,,
Chuadanga,1993,31.9125,20.51666667,,0,,,0.726666667,,,,,,
Comilla,1993,30.05,20.5975,84.08916667,233.5,3.510833333,6.460833333,1.245,866650,586350,282430,173430,50160,237760
Cox's Bazar,1993,30.25,21.85666667,79.92333333,294.5,3.658333333,6.770833333,2.438333333,,,,,,
Dhaka,1993,30.2125,21.19166667,76.855,230.5833333,3.841666667,6.154166667,1.015833333,489450,266390,188450,73170,100750,387890
Dinajpur,1993,29.72083333,19.77666667,79.52083333,181.5833333,3.45,6.339166667,0.924166667,1028070,735430,180670,77750,40920,115390
Faridpur,1993,30.15666667,20.49583333,80.05666667,179.9166667,3.435,6.396666667,1.490833333,602080,266490,420190,131010,179100,773710
Feni,1993,30.055,20.55583333,80.42166667,326,3.74,6.215,1.666666667,,,,,,
Hatiya,1993,29.14833333,22.0675,83.57166667,41.25,3.555833333,6.520833333,2.039166667,,,,,,
Ishurdi,1993,30.835,20.165,78.215,133.4166667,3.614166667,6.4775,1.385833333,,,,,,
Jessore,1993,31.255,20.73416667,80.37333333,150.1666667,3.5625,5.943333333,1.531666667,801050,591260,357200,189030,101850,451200
Khepupara,1993,29.91916667,21.9525,81.19583333,221.1666667,3.610833333,5.731666667,2.2925,,,,,,
Khulna,1993,31.02333333,21.37083333,80.795,173.25,3.4175,6.6575,1.7875,1011220,643210,86110,57100,18340,86200
Kutubdia,1993,29.82583333,21.6575,84.1175,258.3333333,3.133333333,6.556666667,1.311666667,,,,,,
M. Court,1993,29.39833333,21.845,82.29333333,285.5,3.603333333,5.738333333,1.065,,,,,,
Madaripur,1993,30.75,20.9625,75.50916667,180,3.978333333,5.256666667,1.114166667,,,,,,
Mongla,1993,30.6625,22.245,82.145,154.4166667,3.585,,1.7425,,,,,,
Mymensingh,1993,29.33166667,20.68416667,79.8425,271.8333333,3.795,5.683333333,1.424166667,581350,379660,316670,148400,36920,124790
Patuakhali,1993,30.08333333,22.02166667,83.96,249.5,3.610833333,5.39,0.974166667,762100,406720,176960,67930,1710,2510
Rajshahi,1993,31.0925,20.1225,78.2675,134.25,3.4475,6.38,1.319166667,997810,766840,305210,155500,37110,132850
Rangamati,1993,30.23166667,19.65,79.11,324.5833333,3.696666667,6.354166667,0.820833333,22300,18650,14170,8340,110,440
Rangpur,1993,29.31333333,19.89416667,82.74083333,210,3.705,6.299166667,1.16,1532490,1131990,372740,152660,283200,1062000
Sandwip,1993,29.21666667,22.39583333,84.84666667,278.1666667,3.264166667,6.5525,2,,,,,,
Satkhira,1993,31.49083333,21.37166667,79.01416667,150,3.5675,6.505833333,1.460833333,,,,,,
Sitakunda,1993,29.7925,20.75583333,80.80833333,296.4166667,3.531666667,5.093333333,1.0025,,,,,,
Srimongal,1993,29.935,19.14833333,81.08833333,217.5,3.410833333,6.04,0.300833333,,,,,,
Syedpur,1993,29.08166667,19.57833333,74.11166667,0,3.6925,,2.010833333,,,,,,
Sylhet,1993,29.2625,20.30166667,80.36166667,403.8333333,4.54,5.764166667,1.288333333,1028030,650460,332370,182690,1560,5270
Tangail,1993,30.03,20.68,81.14166667,214.9166667,3.556666667,6.101666667,1.265833333,335570,167900,139560,37600,97890,379810
Teknaf,1993,29.9575,21.67666667,80.37583333,383.5833333,3.153333333,6.67,0.856666667,,,,,,
Ambagan,1994,,,,0,,,,,,,,,
Barisal,1994,30.59,20.9675,79.80916667,148.0833333,3.553333333,6.546666667,0.725,949770,494550,354180,121660,4110,11590
Bhola,1994,30.34083333,21.54083333,79.1675,148.0833333,3.275,5.054166667,0.648333333,,,,,,
Bogra,1994,31.19583333,20.84416667,75.9075,111.8333333,3.363333333,6.785,1.231666667,588950,508880,9760,4180,21770,93180
Chandpur,1994,30.485,21.85583333,75.8675,131,2.935833333,5.345,0.478333333,,,,,,
Chittagong,1994,30.48416667,21.66,77.12333333,188.1666667,3.4775,6.519166667,2.65,644450,593680,99580,76110,,
Chuadanga,1994,31.68083333,20.54833333,,0,,,0.673333333,,,,,,
Comilla,1994,30.4425,20.575,80.4,115.3333333,3.37,6.539166667,1.2275,937300,577940,237870,126790,29840,122340
Cox's Bazar,1994,30.46583333,22.23166667,77.48083333,296.3333333,3.4925,7.015,2.083333333,,,,,,
Dhaka,1994,30.92833333,21.355,72.92916667,128.3333333,3.550833333,6.5425,1.0475,457690,242210,169980,61690,86960,307840
Dinajpur,1994,30.6025,19.82916667,74.42,95.16666667,2.909166667,6.856666667,0.796666667,957730,684730,115790,53090,43150,119530
Faridpur,1994,30.54666667,21.0775,76.03583333,112,3.0825,6.6925,1.230833333,540080,204900,433360,134670,188950,710450
Feni,1994,30.705,20.80916667,76.68166667,166.9166667,3.3675,6.513333333,1.420833333,,,,,,
Hatiya,1994,28.915,21.69833333,81.34166667,217,3.3125,6.529166667,1.515833333,,,,,,
Ishurdi,1994,31.14416667,20.3375,73.33833333,88.33333333,3.429166667,6.885833333,1.254166667,,,,,,
Jessore,1994,31.79416667,20.7775,76.41916667,105,3.643333333,6.303333333,1.5225,777330,586980,246970,112100,126120,596550
Khepupara,1994,30.295,22.19416667,77.905,203.25,3.390833333,5.85,2.024166667,,,,,,
Khulna,1994,31.375,21.53583333,77.36083333,94.16666667,2.943333333,6.705833333,1.471666667,974020,648610,104290,64210,12230,50270
Kutubdia,1994,30.04583333,21.61166667,79.24416667,236,3.02,7.300833333,1.615,,,,,,
M. Court,1994,29.9875,22.05416667,77.7525,243,3.395833333,6.581666667,1.419166667,,,,,,
Madaripur,1994,30.8275,21.25083333,75.82166667,138.5833333,3.824166667,5.1475,1.149166667,,,,,,
Mongla,1994,30.74916667,22.42583333,80.645,134,3.410833333,,1.678333333,,,,,,
Mymensingh,1994,29.90666667,20.64833333,76.37,133.6666667,3.605833333,6.115833333,1.415,578700,412510,252440,122270,38430,117210
Patuakhali,1994,30.36,22.05,81.01333333,217.6666667,3.659166667,5.455833333,0.985833333,770440,430490,146300,66360,1850,2630
Rajshahi,1994,31.135,20.465,73.96,95.16666667,3.078333333,6.831666667,1.103333333,967010,708430,285680,144330,44620,158400
Rangamati,1994,30.97833333,20.61416667,75.92,169,3.599166667,6.7175,0.715833333,19000,16580,14930,8840,120,460
Rangpur,1994,29.95,20.01666667,76.83166667,108.4166667,3.221666667,6.9375,1.530833333,1541410,1159020,263500,113490,231710,824890
Sandwip,1994,29.51666667,22.64583333,82.68833333,242.8333333,3.191666667,6.39,1.665833333,,,,,,
Satkhira,1994,31.7425,21.63,75.3775,134.5833333,3.0775,6.446666667,1.0775,,,,,,
Sitakunda,1994,30.395,20.80416667,77.54083333,214.0833333,3.37,5.350833333,0.6725,,,,,,
Srimongal,1994,30.50083333,19.58083333,76.6,150,3.2175,6.501666667,0.2425,,,,,,
Syedpur,1994,30.05083333,20.23583333,70.81416667,0,3.155,,1.839166667,,,,,,
Sylhet,1994,30.1625,20.49833333,76.6225,293.4166667,4.371666667,6.340833333,1.273333333,1016850,623970,356370,184600,1510,5570
Tangail,1994,30.53916667,20.59166667,81.01583333,145.4166667,3.325833333,6.438333333,1.1825,325410,173870,123170,38680,84710,275310
Teknaf,1994,30.3025,21.08,78.15083333,434.6666667,3.285,6.5975,1.178333333,,,,,,
Ambagan,1995,,,,0,,,,,,,,,
Barisal,1995,30.64416667,21.15666667,79.95083333,188.1666667,3.750833333,6.1075,0.761666667,894440,379660,365640,130140,4000,13000
Bhola,1995,30.5625,21.85083333,80.63,160.6666667,3.548333333,4.7925,0.678333333,,,,,,
Bogra,1995,30.68083333,21.19333333,76.7075,188.0833333,3.603333333,6.310833333,1.23,582220,470940,8490,2700,29000,127000
Chandpur,1995,30.435,21.99666667,76.58666667,167.4166667,3.31,5.113333333,0.593333333,,,,,,
Chittagong,1995,30.65833333,22.31416667,77.18666667,203.6666667,3.676666667,6.584166667,2.918333333,625790,608260,87280,54700,,
Chuadanga,1995,31.6375,20.98166667,,0,,,0.629166667,,,,,,
Comilla,1995,30.40833333,20.66416667,81.09333333,175.1666667,3.7075,6.284166667,1.4025,953360,584110,217770,100090,40000,169000
Cox's Bazar,1995,30.60583333,22.63,77.9375,311.9166667,3.9375,6.905833333,2.346666667,,,,,,
Dhaka,1995,31.46833333,21.70083333,73.01333333,145.9166667,3.77,6.216666667,0.911666667,451350,231800,161180,55010,101000,359000
Dinajpur,1995,30.53,19.78333333,74.02083333,217.75,3.2575,6.406666667,0.665,861720,518250,110150,31070,48000,142000
Faridpur,1995,30.71416667,21.47666667,76.0025,167.1666667,3.545,6.349166667,1.701666667,599730,220370,448740,162210,209000,583000
Feni,1995,30.59583333,21.36083333,77.51083333,250.75,3.846666667,6.526666667,1.569166667,,,,,,
Hatiya,1995,29.05666667,22.29583333,78.63333333,242.5833333,3.364166667,6.573333333,2.115,,,,,,
Ishurdi,1995,31.34166667,20.52,73.265,106.8333333,3.736666667,6.355,1.351666667,,,,,,
Jessore,1995,31.56666667,21.07666667,77.0525,116.4166667,3.821666667,5.863333333,1.9225,772250,525490,231300,116180,143000,596000
Khepupara,1995,30.37583333,22.51083333,78.14666667,264.5,3.374166667,5.958333333,1.780833333,,,,,,
Khulna,1995,31.3775,21.4775,78.06583333,183.75,3.259166667,6.245,1.285,962060,547390,93930,56710,19000,80000
Kutubdia,1995,30.30083333,22.21583333,79.99583333,254.4166667,3.306666667,6.768333333,1.760833333,,,,,,
M. Court,1995,30.04916667,22.35083333,78.69333333,265.0833333,3.629166667,6.141666667,1.2275,,,,,,
Madaripur,1995,30.99083333,21.61166667,76.84083333,182.4166667,3.828333333,5.039166667,0.97,,,,,,
Mongla,1995,30.88666667,22.63916667,80.24416667,149.75,3.501666667,,1.52,,,,,,
Mymensingh,1995,29.95416667,20.915,77.01416667,215.9166667,3.740833333,5.6075,1.4275,569780,368540,258460,105170,53000,192000
Patuakhali,1995,30.6425,22.03083333,80.9475,277.8333333,3.854166667,5.544166667,1.166666667,777220,348230,162040,71320,2000,3000
Rajshahi,1995,31.29083333,20.67666667,75.045,119.3333333,3.469166667,6.260833333,0.924166667,940960,609980,219490,107490,43000,154000
Rangamati,1995,31.13083333,21.12916667,75.72916667,200.25,3.845,6.539166667,0.810833333,21710,19770,14000,6230,100,500
Rangpur,1995,29.76583333,20.14583333,77.54,225.5,3.700833333,6.4375,1.338333333,1278560,953840,212060,77750,276000,1038000
Sandwip,1995,29.57833333,23.0525,83.2125,186.1666667,3.281666667,6.535833333,1.88,,,,,,
Satkhira,1995,31.59083333,21.57,76.25166667,148.75,3.275833333,6.229166667,0.995,,,,,,
Sitakunda,1995,30.45833333,21.38166667,78,194.6666667,3.6325,5.290833333,0.736666667,,,,,,
Srimongal,1995,30.56,19.65333333,75.30583333,169.25,3.366666667,6.2925,0.318333333,,,,,,
Syedpur,1995,29.85833333,20.33333333,72.21,0,3.531666667,,1.874166667,,,,,,
Sylhet,1995,30.11833333,20.82,77.19,300.3333333,4.690833333,5.895,1.103333333,1076370,644730,503190,286410,2000,8000
Tangail,1995,30.5025,20.92166667,80.97916667,154.3333333,3.6675,5.943333333,1.189166667,216780,146490,126510,34490,105000,389000
Teknaf,1995,30.45916667,22.46333333,79.22166667,356,3.4525,6.5525,1.03,,,,,,
Ambagan,1996,,,,0,,,,,,,,,
Barisal,1996,31.15833333,21.21333333,83.6175,151,3.5025,6.413333333,0.898333333,897090,480630,52250,31260,3780,11640
Bhola,1996,30.76333333,21.825,83.8375,156.75,3.146666667,5.08,0.661666667,,,,,,
Bogra,1996,31.06166667,21.13166667,78.64333333,160.5,3.2475,7.009166667,0.955,558400,363210,29800,20700,12750,54950
Chandpur,1996,30.6975,22.19333333,79.03583333,143.1666667,2.4425,5.841666667,0.679166667,,,,,,
Chittagong,1996,30.865,22.13083333,80.59833333,242,3.69,6.539166667,2.87,236150,533030,44780,38580,,
Chuadanga,1996,31.61416667,20.82333333,,0,,,0.791666667,,,,,,
Comilla,1996,30.61583333,20.8875,83.20333333,169.6666667,3.425833333,7.0225,1.616666667,956940,609490,127280,94540,44980,223550
Cox's Bazar,1996,30.60833333,22.37833333,80.37416667,311.8333333,3.7825,7.195,1.980833333,,,,,,
Dhaka,1996,31.68833333,21.57333333,76.43083333,170.3333333,3.313333333,6.715833333,0.691666667,405740,188060,14490,8120,79280,264790
Dinajpur,1996,30.53583333,19.88,78.76333333,132.25,2.8225,7.174166667,0.593333333,990400,624450,53900,31270,53260,144330
Faridpur,1996,30.92916667,21.51333333,79.405,150.8333333,2.291666667,7.084166667,1.745,558910,202560,1390,1240,211930,690890
Feni,1996,30.67083333,21.45333333,81.52583333,234.6666667,3.765,7.12,1.293333333,,,,,,
Hatiya,1996,29.06083333,21.83916667,80.3825,242.5833333,3.335,6.57,1.204166667,,,,,,
Ishurdi,1996,31.4025,20.45916667,78.1875,119,3.33,7.254166667,1.125,,,,,,
Jessore,1996,31.69833333,20.72083333,80.59833333,147.9166667,3.453333333,6.609166667,1.180833333,1436670,628160,50610,45130,109780,500600
Khepupara,1996,30.32,22.43333333,81.66333333,255.0833333,3.246666667,6.465833333,2.025833333,,,,,,
Khulna,1996,31.67666667,21.32583333,81.09833333,122.5833333,3.245833333,6.958333333,1.296666667,896610,594910,27580,22200,15490,68160
Kutubdia,1996,30.44166667,21.78416667,81.39166667,306.5833333,3.101666667,6.784166667,1.849166667,,,,,,
M. Court,1996,30.42416667,22.27916667,82.5925,236.25,3.3625,6.88,1.145833333,,,,,,
Madaripur,1996,31.20416667,21.635,81.07666667,170.75,3.3275,5.564166667,0.850833333,,,,,,
Mongla,1996,31.00166667,22.5575,79.93416667,151.5,3.235833333,,1.464166667,,,,,,
Mymensingh,1996,30.49083333,20.98583333,80.06083333,134.1666667,3.309166667,6.349166667,1.2425,591570,346300,127530,90210,29820,94530
Patuakhali,1996,30.7175,21.85583333,85.23666667,266.0833333,3.165833333,5.4425,1.300833333,812490,428060,38160,28540,1990,2840
Rajshahi,1996,31.55416667,20.54416667,78.37083333,105.75,3.135833333,7.3325,0.876666667,924810,576970,89660,72560,28590,99490
Rangamati,1996,30.615,20.80666667,80.83333333,221.9166667,3.910833333,6.821666667,0.905833333,23470,18970,3970,3580,200,850
Rangpur,1996,30.08333333,20.14916667,81.15916667,167,3.2,7.2975,1.2125,1390210,968300,60480,32010,233820,750560
Sandwip,1996,29.66583333,22.89416667,84.95333333,275.5833333,2.1125,7.105,1.573333333,,,,,,
Satkhira,1996,31.64916667,21.26166667,79.61666667,133.25,3.083333333,7.204166667,0.858333333,,,,,,
Sitakunda,1996,30.52583333,21.23833333,82.24583333,246.75,3.4,5.256666667,0.531666667,,,,,,
Srimongal,1996,31.01,19.50916667,81.5075,162.8333333,3.5325,7.193333333,0.710833333,,,,,,
Syedpur,1996,30.02916667,20.39083333,72.68916667,0,3.170833333,,1.950833333,,,,,,
Sylhet,1996,30.24583333,20.67083333,80.8375,334.25,4.359166667,3.7275,1.14,1050480,661280,177920,140660,2280,7750
Tangail,1996,30.77333333,20.87083333,80.93,123,2.5675,6.978333333,1.006666667,281000,164920,10310,4820,73500,269010
Teknaf,1996,30.41083333,22.4075,82.43666667,360.1666667,3.135833333,6.775,0.704166667,,,,,,
Ambagan,1997,,,,0,,,,,,,,,
Barisal,1997,30.62333333,20.56583333,85.08083333,146.5,4.010833333,6.163333333,0.920833333,884830,477870,378560,129920,4500,13320
Bhola,1997,30.22166667,21.28416667,84.27166667,164.5833333,3.375833333,4.769166667,0.698333333,,,,,,
Bogra,1997,30.30666667,20.59666667,79.58916667,108.4166667,3.706666667,6.701666667,0.991666667,605280,424030,33970,22110,13960,62680
Chandpur,1997,30.03333333,21.635,80.08333333,156.1666667,3.450833333,5.405833333,0.780833333,,,,,,
Chittagong,1997,30.38,21.54416667,80.47333333,251.5,4.031666667,6.545833333,2.599166667,615910,553840,88910,58230,,
Chuadanga,1997,30.97916667,20.40333333,,0,,,1.015833333,,,,,,
Comilla,1997,29.84083333,20.08583333,82.6625,177.8333333,3.715,6.538333333,1.409166667,882090,579340,308210,162080,52680,271830
Cox's Bazar,1997,30.45833333,21.79416667,79.90916667,294.6666667,3.604166667,7.555,1.780833333,,,,,,
Dhaka,1997,30.61916667,21.05,76.88,160.0833333,3.700833333,6.2525,0.505,426630,243080,138610,49120,84390,322370
Dinajpur,1997,30.00083333,19.71,79.73416667,150.75,3.006666667,6.343333333,0.531666667,1030900,671870,95090,43290,61140,173030
Faridpur,1997,30.13333333,20.85083333,79.91333333,131.5,3.416666667,6.850833333,1.421666667,561970,245790,408260,149770,224030,880440
Feni,1997,30.09166667,20.91416667,81.865,233.9166667,3.858333333,6.555833333,0.955833333,,,,,,
Hatiya,1997,29.61416667,22.29583333,80.20166667,242.5833333,3.35,6.573333333,1.476666667,,,,,,
Ishurdi,1997,30.46,20.16083333,79.03,156.5,3.694166667,6.824166667,1.0575,,,,,,
Jessore,1997,31.2525,20.58583333,81.39583333,129.4166667,3.633333333,6.209166667,1.2625,786980,594860,200840,110800,121160,542800
Khepupara,1997,29.99,21.87916667,82.38833333,240.0833333,3.4925,6.1025,1.54,,,,,,
Khulna,1997,31,20.9475,79.59416667,151.3333333,3.478333333,6.624166667,1.150833333,937240,647200,57310,36250,19760,88720
Kutubdia,1997,29.75583333,21.2325,81.53583333,232.4166667,3.338333333,6.754166667,1.6575,,,,,,
M. Court,1997,30.14833333,21.73166667,82.06916667,211.1666667,3.55,6.635,0.8925,,,,,,
Madaripur,1997,30.58583333,21.11166667,82.27,170.6666667,3.624166667,5.504166667,0.684166667,,,,,,
Mongla,1997,30.56166667,22.05083333,81.46416667,185.25,3.505833333,,1.583333333,,,,,,
Mymensingh,1997,29.37583333,20.25583333,80.275,184,3.735,6.155833333,1.434166667,615079,400240,262340,131170,32220,108900
Patuakhali,1997,30.32333333,21.36083333,84.07166667,209.75,3.805833333,5.415,1.0475,815010,372190,202020,101980,1860,3220
Rajshahi,1997,30.5975,20.21833333,79.35583333,171.8333333,3.665833333,7.125833333,0.9575,980020,676540,227220,129970,41430,145010
Rangamati,1997,30.18166667,20.03333333,80.62083333,230.4166667,3.843333333,6.688333333,0.756666667,23570,20900,11210,7290,330,1540
Rangpur,1997,29.28583333,19.56,82.3925,164.25,3.7275,6.820833333,1.1025,1469520,1169040,165250,65250,241690,862830
Sandwip,1997,29.08833333,21.5425,84.74666667,249.25,3.673333333,7.089166667,1.414166667,,,,,,
Satkhira,1997,31.12333333,20.79,81.065,175.5833333,3.818333333,6.746666667,0.930833333,,,,,,
Sitakunda,1997,30.31833333,20.24416667,83.04916667,274.9166667,3.875,4.260833333,0.775,,,,,,
Srimongal,1997,30.04583333,18.91333333,82.03333333,179.0833333,4.039166667,6.395,0.660833333,,,,,,
Syedpur,1997,29.4575,19.99583333,72.8425,0,3.413333333,,,,,,,,
Sylhet,1997,30.1725,20.16666667,81.65583333,303.0833333,5.039166667,6.085,1.198333333,1061700,732580,445670,262240,1950,6840
Tangail,1997,29.91583333,20.2475,81.965,167.5833333,3.933333333,6.204166667,0.944166667,309970,195140,115920,32180,81630,314280
Teknaf,1997,29.98166667,21.91666667,81.04,317.25,3.24,6.8325,0.77,,,,,,
Ambagan,1998,,,,0,,,,,,,,,
Barisal,1998,30.73916667,21.16166667,84.97833333,238.1666667,3.938333333,5.655,0.954166667,871970,346050,355600,134800,5130,14840
Bhola,1998,30.475,22.01416667,86.10083333,212.3333333,3.449166667,4.178333333,0.685,,,,,,
Bogra,1998,30.71916667,21.4,81.03166667,216.75,3.9275,6.2675,0.959166667,579610,405200,31210,20290,14060,62760
Chandpur,1998,30.16833333,22.12333333,81.20083333,174.3333333,3.598333333,5.0275,0.830833333,,,,,,
Chittagong,1998,31.08416667,22.41333333,81.26833333,321.9166667,3.99,6.674166667,2.1575,448770,406090,106710,63990,,
Chuadanga,1998,31.3275,21.3925,,0,,,0.968333333,,,,,,
Comilla,1998,29.97,21.11666667,83.43916667,209.8333333,3.85,6.2625,1.326666667,799370,462280,305630,162450,59080,299760
Cox's Bazar,1998,31.65583333,22.83916667,80.64833333,326.1666667,3.244166667,7.813333333,1.856666667,,,,,,
Dhaka,1998,30.84666667,21.97583333,78.085,192.6666667,3.994166667,5.833333333,0.523333333,393290,208110,141200,45980,94820,366020
Dinajpur,1998,29.8825,20.57083333,82.08833333,199.25,3.46,5.918333333,0.5175,959050,600440,90370,41960,70520,204830
Faridpur,1998,30.34916667,21.79583333,81.66333333,151.5833333,3.598333333,6.285,1.708333333,545440,234360,393480,122450,249230,1096360
Feni,1998,30.2375,21.74416667,82.60916667,308.75,4.100833333,5.5575,0.995,,,,,,
Hatiya,1998,29.05666667,21.83666667,79.34916667,242.5833333,3.2925,6.573333333,1.720833333,,,,,,
Ishurdi,1998,30.62,21.10666667,80.36083333,136.3333333,3.89,6.4375,1.0975,,,,,,
Jessore,1998,31.43833333,21.42,82.18166667,124.1666667,3.775833333,5.904166667,0.970833333,789160,571600,237110,143420,151620,718620
Khepupara,1998,30.4225,22.49583333,82.91166667,268.0833333,3.6925,6.020833333,1.590833333,,,,,,
Khulna,1998,31.11166667,22.09666667,81.285,166.1666667,3.589166667,6.2625,1.065833333,892160,488940,55050,35760,25920,122880
Kutubdia,1998,30.24833333,22.78166667,84.50583333,364.3333333,3.479166667,7.506666667,1.495833333,,,,,,
M. Court,1998,30.28333333,22.45166667,83.7975,280.6666667,3.646666667,6.323333333,1.1025,,,,,,
Madaripur,1998,30.62916667,22.10083333,82.28,183.3333333,3.751666667,5.045833333,0.6725,,,,,,
Mongla,1998,30.81333333,22.8275,82.10583333,200.8333333,3.614166667,,1.705833333,,,,,,
Mymensingh,1998,29.9075,21.36,81.60083333,194.75,3.824166667,5.6425,1.161666667,534180,242760,243370,134620,49520,171870
Patuakhali,1998,30.62583333,22.2775,84.29333333,237.6666667,3.885,5.268333333,1.06,809120,287450,209680,96660,2020,3680
Rajshahi,1998,30.96416667,21.14916667,81.27833333,128.3333333,3.855,6.634166667,1,991830,720270,229670,131960,42340,150740
Rangamati,1998,30.61083333,21.16916667,81.92,244.1666667,4.066666667,6.6625,0.7125,20190,19530,10230,6050,440,2260
Rangpur,1998,29.58166667,20.51416667,83.25083333,197.0833333,3.866666667,6.364166667,1.081666667,1441770,1139290,144570,62350,248140,952580
Sandwip,1998,29.6525,22.015,85.7325,344.9166667,3.863333333,6.474166667,1.108333333,,,,,,
Satkhira,1998,31.26416667,21.71916667,82.2325,143.9166667,3.683333333,6.520833333,0.885833333,,,,,,
Sitakunda,1998,30.88583333,21.21916667,84.08333333,369.5833333,3.875,5.060833333,1.035833333,,,,,,
Srimongal,1998,30.60833333,19.83083333,82.12416667,160.3333333,3.875833333,6.34,0.553333333,,,,,,
Syedpur,1998,29.81,20.63833333,75.63166667,0,3.916666667,,,,,,,,
Sylhet,1998,30.075,20.965,81.355,365.6666667,4.735,5.810833333,1.2025,1051260,690980,446380,273410,2090,7540
Tangail,1998,30.42666667,21.1875,82.91666667,167.3333333,4.190833333,6.045833333,1.131666667,295970,151690,107080,29350,82520,314130
Teknaf,1998,30.91583333,22.68583333,80.965,353.75,3.2,7.14,0.700833333,,,,,,
Ambagan,1972,,,,0,,,,,,,,,
Barisal,1972,30.46833333,21.19333333,80.61333333,116.3333333,3.6675,8.460833333,1.209166667,,,,,,
